0	15476
1	7124
1	16082
1	14890
1	5942
1	11352
1	10370
0	9628
1	6530
1	10202
1	9328
1	2740
1	4948
1	7262
1	4964
1	14240
1	2120
1	10424
1	6398
1	12856
1	5310
0	4496
1	12520
1	4962
1	4630
1	4232
1	6288
1	5606
1	2854
1	11352
1	10764
1	5652
1	7222
1	11678
1	5074
1	7558
1	9052
1	10618
1	11522
1	5054
1	7456
1	5152
1	2096
1	4668
1	6102
1	9268
1	6540
1	3722
1	6614
1	12266
1	8448
1	4732
1	11806
1	5750
1	11992
1	4300
1	6974
1	9908
1	11784
1	5586
1	6372
1	6536
1	13820
1	4532
1	7862
1	9744
1	5610
1	12062
1	8190
1	6264
1	12720
1	9382
1	10010
1	7238
1	5196
1	5092
1	4156
1	4492
1	11136
1	4558
1	13994
1	4284
1	6874
1	5388
1	13560
1	4608
1	5058
1	9182
1	5054
1	3772
1	2082
0	6264
1	12874
1	13486
1	5868
1	5068
1	11132
1	5368
1	8168
1	9106
1	4690
1	14432
1	7888
1	12374
1	6128
1	2750
1	4062
1	6020
1	4588
0	6208
1	12154
1	6788
1	9704
1	11882
1	5558
1	3480
1	7998
1	5770
1	3850
1	11230
1	8000
1	4848
0	9548
1	4316
1	11462
1	5432
1	5862
0	4552
1	5146
1	4830
1	11406
1	7234
1	4568
1	7482
1	13000
1	9002
1	8094
1	10996
1	5960
0	6970
1	11128
1	4788
1	12792
1	9646
1	10938
1	5164
1	4136
1	11028
1	11018
1	4672
1	7396
1	3678
1	12694
0	11502
1	5400
1	9296
0	5128
1	7330
0	8188
1	13986
1	4968
1	13216
1	5304
0	9114
1	4212
0	6522
1	4588
1	3954
1	5422
0	5064
0	6572
0	5716
1	7102
0	12652
1	4394
0	3090
1	9304
1	24614
1	5506
1	3922
1	7790
0	7498
1	5364
0	5584
1	9236
0	5382
0	5858
0	4390
0	9006
1	5716
1	8420
1	9232
1	2040
0	6054
1	10380
1	5146
1	4386
1	4712
1	4524
1	4176
1	3460
1	7134
1	7286
1	4670
1	6796
1	9108
1	1956
1	3474
1	4676
1	8800
1	1938
0	7246
1	5806
1	12324
1	4226
1	4426
1	12136
1	11260
1	3976
0	11076
1	4720
0	4230
1	9166
1	11318
1	4504
1	11846
1	14250
1	7304
1	5466
1	5224
1	12442
1	6692
1	5908
1	4240
1	5974
1	4378
1	10726
1	6250
1	3400
1	6352
1	6178
1	12116
1	9722
1	6722
1	3304
1	4264
1	5888
1	10594
1	4018
1	3802
1	6262
1	4640
1	3426
1	11486
0	4370
1	3900
1	4706
1	10856
1	5750
1	10032
1	4000
1	4760
1	6652
1	8032
1	5758
1	8182
1	7432
1	3760
1	10738
1	5884
1	6530
1	10896
1	6290
1	7222
1	6958
1	5652
1	3470
1	5326
1	11138
1	4868
1	4236
1	5266
1	3498
1	4656
1	6438
1	6580
1	14000
1	12328
1	6206
1	5898
1	5262
1	1946
1	7780
1	4618
1	6674
1	4524
1	9324
1	3338
1	9934
1	4140
1	4080
1	5238
1	5728
1	5582
1	4942
1	4624
1	9022
1	5380
1	9038
1	4064
1	5772
1	4868
1	7310
1	7096
1	4122
1	3654
1	12234
1	3816
1	3978
1	3664
1	2780
1	3360
1	9406
1	1962
0	6864
1	4606
1	6546
1	2036
1	4846
1	4490
0	6072
1	13100
1	4398
1	7726
1	3986
1	5596
1	3954
1	11550
1	4778
1	9250
1	4068
1	4214
1	3686
1	4036
1	4736
1	4624
1	6324
1	4320
1	4414
1	3844
1	5244
1	3152
1	4298
1	6858
0	7356
1	5256
1	3860
1	3426
1	10678
1	5558
1	5122
1	13104
1	7428
1	5070
1	4074
0	7316
1	6172
1	4644
1	3898
1	5798
1	3550
1	5110
1	4828
1	7862
1	13082
1	3662
1	6480
1	4481
1	4303
1	5106
1	5276
1	4406
1	7520
1	4986
1	11286
1	26600
1	5532
1	5990
0	9263
1	11053
1	13643
0	7437
1	7000
1	9363
1	5896
1	5096
1	11918
1	3802
1	4452
1	12556
1	3234
1	12776
1	6204
1	11300
1	4238
1	8822
1	11382
1	4210
1	11352
1	3916
1	5034
1	11876
1	6366
1	3956
1	9366
1	11020
1	2762
1	4438
1	1748
1	3308
1	4008
1	3744
0	8222
1	3868
1	4764
1	11058
0	6088
1	6146
1	11746
1	5436
1	3940
1	3780
1	3796
1	3620
1	4672
1	7470
1	3904
1	12962
1	11446
1	4822
1	3692
1	2972
1	5384
1	6164
1	2730
1	8518
1	7440
1	3624
1	3672
1	3748
1	6068
1	7628
1	3604
1	11386
0	7154
1	7120
1	4516
1	5346
1	12050
1	9130
0	9888
1	5734
1	6690
1	4696
1	8340
1	6200
1	2714
1	3952
1	3562
1	11952
1	8754
1	5718
1	7350
1	4446
0	5584
1	12314
1	4072
1	7658
0	5254
1	6576
1	4928
1	4682
1	9004
1	7286
1	5050
1	5896
1	9642
1	4980
0	5046
1	2004
1	3534
1	12976
1	5156
1	4394
1	9302
1	9810
1	2790
1	5114
1	11240
1	3580
1	12744
1	4410
1	4560
1	9224
1	3590
1	11056
1	4894
1	7546
1	8414
1	2122
1	4342
1	3464
1	13148
1	8132
1	13122
1	4194
1	3282
1	4858
1	8996
1	11244
1	4718
1	4204
1	10728
1	4788
1	4824
1	3756
1	3584
1	3266
1	3460
1	12570
1	4532
1	7416
1	4988
1	10188
1	4446
1	7068
1	11112
1	3990
1	3746
1	6980
1	3854
1	4662
1	4382
1	4962
1	9586
1	4304
1	4006
1	6206
1	4796
1	11430
1	9288
1	7722
1	3808
1	4708
1	4648
1	7188
1	6690
1	4652
1	6044
1	4066
1	4512
1	11176
1	5096
1	4414
1	10592
1	10424
1	11040
1	9394
1	5494
1	4728
1	4052
1	6498
1	6308
1	5242
1	4970
1	8888
1	11276
1	4944
1	9176
1	3924
1	5688
1	3716
1	4210
1	10316
1	4088
1	3980
1	12140
1	5084
1	3046
1	10012
1	4354
1	5352
1	4314
1	4302
1	3810
1	4342
1	6484
1	9244
1	6892
1	4612
0	9398
1	10388
1	11396
1	6026
1	3832
1	9294
1	6606
1	6178
1	7276
0	9370
1	6280
1	11424
1	5032
1	9654
0	10352
1	10948
1	3488
1	4722
1	11188
1	7460
1	4668
1	4450
1	5742
1	4760
1	3838
1	11244
1	5926
1	4528
0	7828
1	3424
0	6686
1	3202
1	13886
1	6006
1	4302
1	10482
1	4822
1	5880
1	3802
1	3818
1	12030
1	4894
1	9418
1	4314
1	6278
0	4076
1	8936
1	6652
1	13322
1	9860
1	4922
1	3188
1	11440
1	11410
1	9560
1	4130
1	3864
1	9658
1	1984
1	4404
1	3260
1	5824
1	4754
1	4676
1	5860
1	9260
1	11182
1	9414
1	5998
1	3966
1	11038
1	5814
1	9230
1	9774
1	9208
1	1926
1	3450
1	4126
1	3692
1	4008
1	3580
1	9104
1	12678
1	6738
1	8250
1	11530
1	4478
1	11698
1	5330
1	5402
1	4596
1	6990
1	10950
1	9304
1	3066
1	8952
1	4264
1	2070
1	3972
0	5270
1	5710
1	11632
1	3234
1	6678
1	6320
1	9522
1	4176
1	6102
1	4456
1	3664
1	1892
1	3678
1	9126
1	6358
0	9286
1	3964
1	6958
1	6314
1	8916
1	3952
1	4712
1	4098
1	6440
1	4988
1	3956
1	9080
1	3730
1	6004
1	6072
1	5244
1	13158
1	11424
1	4072
1	11310
1	3700
1	6038
1	4702
1	4114
1	10502
1	7032
1	3512
1	5084
1	8618
1	3512
1	3554
1	3976
0	5622
1	3044
1	3602
1	5260
1	3696
1	5854
1	4180
1	4558
1	5794
1	9806
1	9240
1	8998
1	4242
1	7174
1	6660
1	5160
1	4332
1	10824
1	4294
1	3192
1	3788
1	12320
0	8038
1	6808
1	8646
1	4974
1	3232
1	3684
1	7166
1	2942
1	9038
1	3480
1	4424
1	3970
1	4904
1	9642
1	5088
1	11168
1	3674
1	6336
1	7162
1	3590
1	12398
1	6196
1	4346
1	5896
1	3294
1	11592
1	6312
1	2950
1	9124
1	3916
1	5794
1	5660
1	2852
1	5710
1	6690
1	4370
1	4762
1	6374
1	13418
1	11316
0	8324
1	6636
1	3038
1	10506
1	10558
1	4668
1	5722
1	5212
1	4408
1	5908
0	6794
1	7050
1	6370
0	9398
