0	15350
1	9002
1	15642
1	34765
1	5162
1	10902
1	9221
0	10043
1	6766
1	10630
1	9037
1	2842
1	4755
1	6622
1	5330
1	13648
1	2118
1	9783
1	5692
1	12211
1	5246
0	5081
1	11928
1	3975
1	4682
1	4853
1	6768
1	5311
1	3030
1	11030
1	10467
1	4937
1	6982
1	11236
1	4995
1	7258
1	8759
1	10480
1	11189
1	4964
1	7088
1	5888
1	2097
1	4989
1	5649
1	8380
1	6620
1	3590
1	6524
1	11960
1	7918
1	4510
1	10555
1	5185
1	11477
1	3893
1	7017
1	9453
1	11452
1	5336
1	6356
1	7249
1	13363
1	4324
1	7506
1	9704
1	5873
1	12282
1	8234
1	5744
1	12297
1	9491
1	9804
1	7276
1	6204
1	4855
1	4228
1	4989
1	10743
1	5052
1	13441
1	4723
1	6705
1	5236
1	13417
1	4721
1	4686
1	9125
1	4274
1	4945
1	2085
0	6496
1	11851
1	12995
1	5457
1	4991
1	10812
1	6827
1	7987
1	8449
1	5167
1	14178
1	8309
1	11647
1	5767
1	2338
1	4163
1	5966
1	4548
0	6797
1	11571
1	6279
1	9664
1	11680
1	5790
1	3262
1	8533
1	5980
1	3657
1	10948
1	7705
1	3996
0	9787
1	4347
1	11590
1	5204
1	5499
0	3684
1	4886
1	4529
1	10942
1	6795
1	4611
1	7458
1	12330
1	8473
1	7722
1	10875
1	5831
0	6932
1	10950
1	4157
1	12378
1	9472
1	10957
1	5355
1	4286
1	10887
1	10247
1	4600
1	6973
1	3498
1	11655
0	11475
1	5079
1	8941
0	4893
1	6875
0	8439
1	13422
1	4378
1	13240
1	5422
0	8349
1	4600
0	7212
1	5066
1	3906
1	4964
0	4830
0	7024
0	5543
1	6785
0	12372
1	4818
0	3153
1	9187
1	3981
1	5735
1	3893
1	8809
0	7642
1	5382
0	5961
1	9037
0	5888
0	6275
0	4805
0	9844
1	6152
1	8602
1	9508
1	2085
0	5842
1	10889
1	4686
1	4606
1	5694
1	4761
1	4023
1	3496
1	8351
1	7789
1	4886
1	7090
1	9871
1	2068
1	3659
1	4778
1	9488
1	2064
0	7935
1	5882
1	13459
1	4517
1	5077
1	12602
1	11889
1	4326
0	12612
1	4849
0	4652
1	9545
1	11751
1	5578
1	11617
1	14937
1	8859
1	5578
1	5110
1	12972
1	7772
1	6325
1	4395
1	6469
1	3774
1	10883
1	7304
1	3636
1	6279
1	7191
1	12822
1	9792
1	6595
1	3448
1	5045
1	6009
1	10843
1	4194
1	4485
1	6459
1	5008
1	3513
1	11726
0	4736
1	4121
1	4623
1	10538
1	5296
1	10427
1	4247
1	4949
1	6955
1	9110
1	5781
1	8491
1	6944
1	3924
1	10415
1	6091
1	7118
1	11784
1	6814
1	8232
1	6825
1	5777
1	3590
1	5673
1	11510
1	5543
1	4144
1	5587
1	3496
1	4924
1	6829
1	6229
1	14417
1	33831
1	13408
1	6528
1	5340
1	2388
1	29048
1	5691
1	6576
1	5196
1	9583
1	3640
1	10961
1	4619
1	4819
1	5097
1	6206
1	6007
1	5474
1	4573
1	9490
1	6174
1	9447
1	4052
1	6576
1	5211
1	7786
1	7876
1	4636
1	3979
1	12750
1	3981
1	4245
1	3981
1	2965
1	3571
1	9890
1	2091
0	7224
1	4596
1	6927
1	2101
1	5315
1	4719
0	6657
1	13405
1	4849
1	7776
1	3989
1	5299
1	4178
1	12089
1	5148
1	9802
1	4082
1	4690
1	3814
1	4184
1	4778
1	4851
1	6576
1	4849
1	4920
1	4079
1	6028
1	3705
1	4527
1	7964
0	7055
1	5715
1	4019
1	3525
1	10576
1	5980
1	6733
1	13267
1	7889
1	5089
1	3824
0	8155
1	6536
